store_id,period,state,pre_treatment_sales,cohort,relative_period,treated,sales
1044,8,RN,8.782008415424585,7,1,1,13.4477964043567
1044,9,RN,8.782008415424585,7,2,1,17.63266401237406
1044,10,RN,8.782008415424585,7,3,1,25.21777444693582
1044,11,RN,8.782008415424585,7,4,1,24.27624798445515
1044,12,RN,8.782008415424585,7,5,1,16.58315877157029
1045,1,RN,7.052056903493143,7,-6,0,19.842005025286582
1045,2,RN,7.052056903493143,7,-5,0,12.904430109413738
1045,3,RN,7.052056903493143,7,-4,0,9.46383205770838
1045,4,RN,7.052056903493143,7,-3,0,23.12842715564917
1045,5,RN,7.052056903493143,7,-2,0,18.550167005397775
1045,6,RN,7.052056903493143,7,-1,0,19.985474315479863
1045,7,RN,7.052056903493143,7,0,1,18.04859282927965
1045,8,RN,7.052056903493143,7,1,1,25.166041634426463
1045,9,RN,7.052056903493143,7,2,1,18.17220861595531
1045,10,RN,7.052056903493143,7,3,1,20.791426943432967
1045,11,RN,7.052056903493143,7,4,1,16.88760690582707
1045,12,RN,7.052056903493143,7,5,1,22.1080767828679
1046,1,RN,9.106091079422663,7,-6,0,20.423121298567324
1046,2,RN,9.106091079422663,7,-5,0,12.431446486836235
1046,3,RN,9.106091079422663,7,-4,0,11.08266061775412
1046,4,RN,9.106091079422663,7,-3,0,17.33652120202167
1046,5,RN,9.106091079422663,7,-2,0,16.115660660029896
1046,6,RN,9.106091079422663,7,-1,0,12.848572928670919
1046,7,RN,9.106091079422663,7,0,1,14.722625068442852
1046,8,RN,9.106091079422663,7,1,1,18.74697682481575
1046,9,RN,9.106091079422663,7,2,1,22.38680500798708
1046,10,RN,9.106091079422663,7,3,1,17.468535964322516
1046,11,RN,9.106091079422663,7,4,1,8.520742223140672
1046,12,RN,9.106091079422663,7,5,1,13.425600621135548
1047,1,RN,8.174269465569015,7,-6,0,13.425409435079137
1047,2,RN,8.174269465569015,7,-5,0,10.812761278129459
1047,3,RN,8.174269465569015,7,-4,0,12.20356761940442
1047,4,RN,8.174269465569015,7,-3,0,14.186033679674669
1047,5,RN,8.174269465569015,7,-2,0,10.851091896128173
1047,6,RN,8.174269465569015,7,-1,0,11.534407880636502
1047,7,RN,8.174269465569015,7,0,1,20.327384310790016
1047,8,RN,8.174269465569015,7,1,1,18.14943896679216
1047,9,RN,8.174269465569015,7,2,1,9.80174606869792
1047,10,RN,8.174269465569015,7,3,1,15.828918215502165
1047,11,RN,8.174269465569015,7,4,1,23.38973842922425
1047,12,RN,8.174269465569015,7,5,1,18.996173094015887
1048,1,RN,8.385469073953647,7,-6,0,14.379241421078884
1048,2,RN,8.385469073953647,7,-5,0,8.452742406015007
1048,3,RN,8.385469073953647,7,-4,0,6.52922829170525
1048,4,RN,8.385469073953647,7,-3,0,4.90121413712745
1048,5,RN,8.385469073953647,7,-2,0,-0.2769293930869994
1048,6,RN,8.385469073953647,7,-1,0,17.123632490318755
1048,7,RN,8.385469073953647,7,0,1,12.45058323661136
1048,8,RN,8.385469073953647,7,1,1,7.746210113359424
1048,9,RN,8.385469073953647,7,2,1,11.139640569160754
1048,10,RN,8.385469073953647,7,3,1,14.538953876301896
1048,11,RN,8.385469073953647,7,4,1,14.131113115777953
1048,12,RN,8.385469073953647,7,5,1,13.383175563504992
1049,1,RN,10.07198387036065,7,-6,0,8.932534718549736
1049,2,RN,10.07198387036065,7,-5,0,8.60430327287972
1049,3,RN,10.07198387036065,7,-4,0,9.85901847617732
1049,4,RN,10.07198387036065,7,-3,0,14.650176728752388
1049,5,RN,10.07198387036065,7,-2,0,14.657627784699098
1049,6,RN,10.07198387036065,7,-1,0,15.006152884283694
1049,7,RN,10.07198387036065,7,0,1,15.896006181158553
1049,8,RN,10.07198387036065,7,1,1,9.022515582889895
1049,9,RN,10.07198387036065,7,2,1,18.16727825173812
1049,10,RN,10.07198387036065,7,3,1,19.13482656642605
1049,11,RN,10.07198387036065,7,4,1,17.595971868644746
1049,12,RN,10.07198387036065,7,5,1,16.62820490957608
1050,1,RN,6.037311614319887,7,-6,0,25.10303344366004
1050,2,RN,6.037311614319887,7,-5,0,13.62703930590575
1050,3,RN,6.037311614319887,7,-4,0,21.61193862624905
1050,4,RN,6.037311614319887,7,-3,0,17.208434949383104
1050,5,RN,6.037311614319887,7,-2,0,17.71185388798226
1050,6,RN,6.037311614319887,7,-1,0,16.87595333404162
1050,7,RN,6.037311614319887,7,0,1,14.719742169483325
1050,8,RN,6.037311614319887,7,1,1,15.41671894840488
1050,9,RN,6.037311614319887,7,2,1,26.42292096513193
1050,10,RN,6.037311614319887,7,3,1,20.414618416559925
1050,11,RN,6.037311614319887,7,4,1,20.336300754029303
1050,12,RN,6.037311614319887,7,5,1,23.85583905033819
1051,1,RN,6.7198251198239545,7,-6,0,14.771517121759478
1051,2,RN,6.7198251198239545,7,-5,0,23.262041672192858
1051,3,RN,6.7198251198239545,7,-4,0,15.524150312217
1051,4,RN,6.7198251198239545,7,-3,0,15.372608038033269
1051,5,RN,6.7198251198239545,7,-2,0,13.11541693567889
1051,6,RN,6.7198251198239545,7,-1,0,17.19804205519108
1051,7,RN,6.7198251198239545,7,0,1,14.737752017235678
1051,8,RN,6.7198251198239545,7,1,1,18.712378219545155
1051,9,RN,6.7198251198239545,7,2,1,17.083578295827643
1051,10,RN,6.7198251198239545,7,3,1,25.63077767506055
1051,11,RN,6.7198251198239545,7,4,1,22.190128413539625
1051,12,RN,6.7198251198239545,7,5,1,21.054038548692766
1052,1,RN,8.794511481119768,7,-6,0,1.2050612687892697
1052,2,RN,8.794511481119768,7,-5,0,3.1881452694643784
1052,3,RN,8.794511481119768,7,-4,0,7.454950486869314
1052,4,RN,8.794511481119768,7,-3,0,-2.723732207912221
1052,5,RN,8.794511481119768,7,-2,0,1.671326879955858
1052,6,RN,8.794511481119768,7,-1,0,7.880066068355084
1052,7,RN,8.794511481119768,7,0,1,0.961293308266499
1052,8,RN,8.794511481119768,7,1,1,3.083868208509732
1052,9,RN,8.794511481119768,7,2,1,4.059274282456287
1052,10,RN,8.794511481119768,7,3,1,6.854414189094995
1052,11,RN,8.794511481119768,7,4,1,14.807742095880574
1052,12,RN,8.794511481119768,7,5,1,17.281958309871865
1053,1,RN,6.1722077479424975,7,-6,0,20.6157964639103
1053,2,RN,6.1722077479424975,7,-5,0,11.611280592973756
1053,3,RN,6.1722077479424975,7,-4,0,8.838872103019096
1053,4,RN,6.1722077479424975,7,-3,0,10.483555927813871
1053,5,RN,6.1722077479424975,7,-2,0,6.375244942278501
1053,6,RN,6.1722077479424975,7,-1,0,15.032416014590707
1053,7,RN,6.1722077479424975,7,0,1,11.893862622237762
1053,8,RN,6.1722077479424975,7,1,1,10.110703810642548
1053,9,RN,6.1722077479424975,7,2,1,9.314536003156649
1053,10,RN,6.1722077479424975,7,3,1,10.687432711960902
1053,11,RN,6.1722077479424975,7,4,1,15.472867772713881
1053,12,RN,6.1722077479424975,7,5,1,17.83958707005735
1054,1,RN,6.386809412555978,7,-6,0,10.897005026207111
1054,2,RN,6.386809412555978,7,-5,0,12.784247678596326
1054,3,RN,6.386809412555978,7,-4,0,5.455738773253424
1054,4,RN,6.386809412555978,7,-3,0,16.64032617758714
1054,5,RN,6.386809412555978,7,-2,0,17.565042430640553
1054,6,RN,6.386809412555978,7,-1,0,16.016761183378996
1054,7,RN,6.386809412555978,7,0,1,23.088995723318632
1054,8,RN,6.386809412555978,7,1,1,16.508162323352465
1054,9,RN,6.386809412555978,7,2,1,20.2906181009504
1054,10,RN,6.386809412555978,7,3,1,19.337308890989927
1054,11,RN,6.386809412555978,7,4,1,17.747500297626576
1054,12,RN,6.386809412555978,7,5,1,19.631036215327125
1055,1,RN,8.110657412607404,7,-6,0,15.142975529166453
1055,2,RN,8.110657412607404,7,-5,0,1.500518268144873
1055,3,RN,8.110657412607404,7,-4,0,7.156665552173781
1055,4,RN,8.110657412607404,7,-3,0,12.363363127288007
1055,5,RN,8.110657412607404,7,-2,0,15.731930886458333
1055,6,RN,8.110657412607404,7,-1,0,8.81478577806022
1055,7,RN,8.110657412607404,7,0,1,10.882485655643878
1055,8,RN,8.110657412607404,7,1,1,21.029145472792287
1055,9,RN,8.110657412607404,7,2,1,9.487054564154912
1055,10,RN,8.110657412607404,7,3,1,15.349084391119545
1055,11,RN,8.110657412607404,7,4,1,19.685624261259075
1055,12,RN,8.110657412607404,7,5,1,10.604111551328172
1056,1,RN,10.024135509244825,7,-6,0,13.280426289756996
1056,2,RN,10.024135509244825,7,-5,0,9.328828663754457
1056,3,RN,10.024135509244825,7,-4,0,17.906806002951342
1056,4,RN,10.024135509244825,7,-3,0,15.462818683189752
1056,5,RN,10.024135509244825,7,-2,0,12.74078509832318
1056,6,RN,10.024135509244825,7,-1,0,7.928667185722075
1056,7,RN,10.024135509244825,7,0,1,17.159471100909244
1056,8,RN,10.024135509244825,7,1,1,17.301092608090553
1056,9,RN,10.024135509244825,7,2,1,20.197221275947868
1056,10,RN,10.024135509244825,7,3,1,20.152223401378265
1056,11,RN,10.024135509244825,7,4,1,22.266396426667164
1056,12,RN,10.024135509244825,7,5,1,16.289981853043475
1057,1,RN,7.479347728157938,7,-6,0,11.866556042357812
1057,2,RN,7.479347728157938,7,-5,0,10.228608634899972
1057,3,RN,7.479347728157938,7,-4,0,10.940969316025665
1057,4,RN,7.479347728157938,7,-3,0,14.166907442254807
1057,5,RN,7.479347728157938,7,-2,0,16.294167574125275
1057,6,RN,7.479347728157938,7,-1,0,14.70097388752254
1057,7,RN,7.479347728157938,7,0,1,16.210672078026505
1057,8,RN,7.479347728157938,7,1,1,10.642629068898124
1057,9,RN,7.479347728157938,7,2,1,21.335997960318238
1057,10,RN,7.479347728157938,7,3,1,14.010139265528307
1057,11,RN,7.479347728157938,7,4,1,10.439334330894948
1057,12,RN,7.479347728157938,7,5,1,13.337836360975363
1058,1,RN,7.742988203260312,7,-6,0,10.758847831510508
1058,2,RN,7.742988203260312,7,-5,0,21.367142683326794
1058,3,RN,7.742988203260312,7,-4,0,17.659708680952253
1058,4,RN,7.742988203260312,7,-3,0,9.741346428063142
1058,5,RN,7.742988203260312,7,-2,0,14.824839216224149
1058,6,RN,7.742988203260312,7,-1,0,8.995207455657862
1058,7,RN,7.742988203260312,7,0,1,12.640644452368441
1058,8,RN,7.742988203260312,7,1,1,12.422733380783814
1058,9,RN,7.742988203260312,7,2,1,12.452494910664232
1058,10,RN,7.742988203260312,7,3,1,4.93770934279182
1058,11,RN,7.742988203260312,7,4,1,15.970488969021602
1058,12,RN,7.742988203260312,7,5,1,14.564933701001198
1059,1,RN,9.302372807921733,7,-6,0,19.943899777305496
1059,2,RN,9.302372807921733,7,-5,0,18.773766078326304
1059,3,RN,9.302372807921733,7,-4,0,20.294940147141677
1059,4,RN,9.302372807921733,7,-3,0,20.49777538432631
1059,5,RN,9.302372807921733,7,-2,0,14.140368457201234
1059,6,RN,9.302372807921733,7,-1,0,21.753522488528887
1059,7,RN,9.302372807921733,7,0,1,20.066193673709403
1059,8,RN,9.302372807921733,7,1,1,24.094365200261034
1059,9,RN,9.302372807921733,7,2,1,24.7770139264013
1059,10,RN,9.302372807921733,7,3,1,17.228230655040427
1059,11,RN,9.302372807921733,7,4,1,32.723096281170946
1059,12,RN,9.302372807921733,7,5,1,25.261164843580854
1060,1,RN,8.474738341233566,7,-6,0,14.543846321680576
1060,2,RN,8.474738341233566,7,-5,0,15.728125318095643
1060,3,RN,8.474738341233566,7,-4,0,9.939154996282607
1060,4,RN,8.474738341233566,7,-3,0,10.738236333320827
1060,5,RN,8.474738341233566,7,-2,0,8.658608578031107
1060,6,RN,8.474738341233566,7,-1,0,16.13030539759374
1060,7,RN,8.474738341233566,7,0,1,15.33836021083182
1060,8,RN,8.474738341233566,7,1,1,9.960751611439939
1060,9,RN,8.474738341233566,7,2,1,16.043282433746782
1060,10,RN,8.474738341233566,7,3,1,25.89429015626093
1060,11,RN,8.474738341233566,7,4,1,22.07755643614197
1060,12,RN,8.474738341233566,7,5,1,22.43817540501427
1061,1,RN,10.43956020231015,7,-6,0,24.25982111418766
1061,2,RN,10.43956020231015,7,-5,0,23.767777777339248
1061,3,RN,10.43956020231015,7,-4,0,23.297556804743536
1061,4,RN,10.43956020231015,7,-3,0,15.341786770103454
1061,5,RN,10.43956020231015,7,-2,0,13.093588532460739
1061,6,RN,10.43956020231015,7,-1,0,29.320313602814327
1061,7,RN,10.43956020231015,7,0,1,21.615250757334316
1061,8,RN,10.43956020231015,7,1,1,17.30604582900108
1061,9,RN,10.43956020231015,7,2,1,20.57067930942333
1061,10,RN,10.43956020231015,7,3,1,25.52131332732472
1061,11,RN,10.43956020231015,7,4,1,24.16836725046727
1061,12,RN,10.43956020231015,7,5,1,23.168537160625053
1062,1,RN,7.873793103009015,7,-6,0,8.199592385299304
1062,2,RN,7.873793103009015,7,-5,0,13.977455300996514
1062,3,RN,7.873793103009015,7,-4,0,15.62506852199981
1062,4,RN,7.873793103009015,7,-3,0,20.622801702649056
1062,5,RN,7.873793103009015,7,-2,0,17.572824622064385
1062,6,RN,7.873793103009015,7,-1,0,20.894212020875187
1062,7,RN,7.873793103009015,7,0,1,25.17147364699712
1062,8,RN,7.873793103009015,7,1,1,22.41700800891164
1062,9,RN,7.873793103009015,7,2,1,29.471512611474584
1062,10,RN,7.873793103009015,7,3,1,22.67081850792781
1062,11,RN,7.873793103009015,7,4,1,21.498150443846882
1062,12,RN,7.873793103009015,7,5,1,21.141691032927238
1063,1,RN,10.09612290950021,7,-6,0,16.231961773881295
1063,2,RN,10.09612290950021,7,-5,0,22.755779713447332
1063,3,RN,10.09612290950021,7,-4,0,17.398454242031892
1063,4,RN,10.09612290950021,7,-3,0,11.226608763156246
1063,5,RN,10.09612290950021,7,-2,0,19.613365548153926
1063,6,RN,10.09612290950021,7,-1,0,20.37140372860254
1063,7,RN,10.09612290950021,7,0,1,26.724242221257875
1063,8,RN,10.09612290950021,7,1,1,20.141004773601786
1063,9,RN,10.09612290950021,7,2,1,17.182576889672333
1063,10,RN,10.09612290950021,7,3,1,12.130548943469346
1063,11,RN,10.09612290950021,7,4,1,25.271275814601328
1063,12,RN,10.09612290950021,7,5,1,18.81936220231956
1064,1,RN,8.53718943235526,7,-6,0,3.0721290982020264
1064,2,RN,8.53718943235526,7,-5,0,9.397006701866623
1064,3,RN,8.53718943235526,7,-4,0,5.733553448112989
1064,4,RN,8.53718943235526,7,-3,0,10.202106419440753
1064,5,RN,8.53718943235526,7,-2,0,9.865943102663199
1064,6,RN,8.53718943235526,7,-1,0,15.54144646352889
1064,7,RN,8.53718943235526,7,0,1,12.479943053352791
1064,8,RN,8.53718943235526,7,1,1,9.380358912054824
1064,9,RN,8.53718943235526,7,2,1,11.713476401362145
1064,10,RN,8.53718943235526,7,3,1,13.226919880058777
1064,11,RN,8.53718943235526,7,4,1,25.746155416379374
1064,12,RN,8.53718943235526,7,5,1,18.45696987656715
1065,1,RN,6.95964517686971,7,-6,0,9.06906152890126
1065,2,RN,6.95964517686971,7,-5,0,9.27804701778739
1065,3,RN,6.95964517686971,7,-4,0,11.803933368295754
1065,4,RN,6.95964517686971,7,-3,0,13.921321792996746
1065,5,RN,6.95964517686971,7,-2,0,6.888399047039365
1065,6,RN,6.95964517686971,7,-1,0,-0.35368372098195167
1065,7,RN,6.95964517686971,7,0,1,8.050709944974827
1065,8,RN,6.95964517686971,7,1,1,12.221535241523526
1065,9,RN,6.95964517686971,7,2,1,21.298621808548134
1065,10,RN,6.95964517686971,7,3,1,15.12279743720351
1065,11,RN,6.95964517686971,7,4,1,14.912227639390286
1065,12,RN,6.95964517686971,7,5,1,17.260634708738422
1066,1,RN,7.938556016566291,7,-6,0,15.698466069907287
1066,2,RN,7.938556016566291,7,-5,0,15.335252429728614
1066,3,RN,7.938556016566291,7,-4,0,13.196874692179623
1066,4,RN,7.938556016566291,7,-3,0,24.81297352746088
1066,5,RN,7.938556016566291,7,-2,0,11.339084956486952
1066,6,RN,7.938556016566291,7,-1,0,10.789935952961294
1066,7,RN,7.938556016566291,7,0,1,11.554293646523279
1066,8,RN,7.938556016566291,7,1,1,14.963945145711534
1066,9,RN,7.938556016566291,7,2,1,10.689559831627019
1066,10,RN,7.938556016566291,7,3,1,16.447744632385117
1066,11,RN,7.938556016566291,7,4,1,15.483672355773217
1066,12,RN,7.938556016566291,7,5,1,15.431729208517066
1067,1,RN,8.23699947913051,7,-6,0,11.700017368471798
1067,2,RN,8.23699947913051,7,-5,0,11.618377653947643
1067,3,RN,8.23699947913051,7,-4,0,7.233305029153958
1067,4,RN,8.23699947913051,7,-3,0,10.69111647962249
1067,5,RN,8.23699947913051,7,-2,0,6.243844155663865
1067,6,RN,8.23699947913051,7,-1,0,9.44000625082006
1067,7,RN,8.23699947913051,7,0,1,11.87983592785616
1067,8,RN,8.23699947913051,7,1,1,13.020306831049643
1067,9,RN,8.23699947913051,7,2,1,23.490430377362188
1067,10,RN,8.23699947913051,7,3,1,14.459642421516708
1067,11,RN,8.23699947913051,7,4,1,12.182865899218243
1067,12,RN,8.23699947913051,7,5,1,7.09954454462229
1068,1,RN,8.194658354153677,7,-6,0,14.746574438928416
1068,2,RN,8.194658354153677,7,-5,0,13.16496937462746
1068,3,RN,8.194658354153677,7,-4,0,16.379090701496175
1068,4,RN,8.194658354153677,7,-3,0,27.638400177759614
1068,5,RN,8.194658354153677,7,-2,0,24.38980311186591
1068,6,RN,8.194658354153677,7,-1,0,20.988182123234846
1068,7,RN,8.194658354153677,7,0,1,8.749372864689143
1068,8,RN,8.194658354153677,7,1,1,17.20365989047724
1068,9,RN,8.194658354153677,7,2,1,23.84425533619633
1068,10,RN,8.194658354153677,7,3,1,15.600256910951389
1068,11,RN,8.194658354153677,7,4,1,25.89952580861769
1068,12,RN,8.194658354153677,7,5,1,16.17179909332134
1069,1,RN,7.373438916767563,7,-6,0,6.2160623553868755
1069,2,RN,7.373438916767563,7,-5,0,12.113356728800035
1069,3,RN,7.373438916767563,7,-4,0,10.584121628767257
1069,4,RN,7.373438916767563,7,-3,0,4.190776890813316
1069,5,RN,7.373438916767563,7,-2,0,14.334778934618338
1069,6,RN,7.373438916767563,7,-1,0,18.349562915919652
1069,7,RN,7.373438916767563,7,0,1,15.943712185740521
1069,8,RN,7.373438916767563,7,1,1,5.59002123557839
1069,9,RN,7.373438916767563,7,2,1,8.998067227520787
1069,10,RN,7.373438916767563,7,3,1,22.96902779384879
1069,11,RN,7.373438916767563,7,4,1,14.320685241036823
1069,12,RN,7.373438916767563,7,5,1,14.593323237364658
1070,1,RN,9.037118374661418,7,-6,0,7.975496034963866
1070,2,RN,9.037118374661418,7,-5,0,10.631992651915102
1070,3,RN,9.037118374661418,7,-4,0,5.448911121844567
1070,4,RN,9.037118374661418,7,-3,0,8.824951093769117
1070,5,RN,9.037118374661418,7,-2,0,10.585506326444731
1070,6,RN,9.037118374661418,7,-1,0,8.516314498266006
1070,7,RN,9.037118374661418,7,0,1,6.558375877819928
1070,8,RN,9.037118374661418,7,1,1,4.744055195877353
1070,9,RN,9.037118374661418,7,2,1,3.2551456501789
1070,10,RN,9.037118374661418,7,3,1,9.554721900074455
1070,11,RN,9.037118374661418,7,4,1,18.97927819795976
1070,12,RN,9.037118374661418,7,5,1,15.206634663677175
1071,1,RN,6.566369609566158,7,-6,0,10.304128739780182
1071,2,RN,6.566369609566158,7,-5,0,10.179645060011925
1071,3,RN,6.566369609566158,7,-4,0,16.24286232632738
1071,4,RN,6.566369609566158,7,-3,0,11.617737699494466
1071,5,RN,6.566369609566158,7,-2,0,10.205798082945714
1071,6,RN,6.566369609566158,7,-1,0,17.865306455330575
1071,7,RN,6.566369609566158,7,0,1,17.788779346482503
1071,8,RN,6.566369609566158,7,1,1,10.468169528899544
1071,9,RN,6.566369609566158,7,2,1,16.301752929485197
1071,10,RN,6.566369609566158,7,3,1,17.914441211386777
1071,11,RN,6.566369609566158,7,4,1,16.059408282992187
1071,12,RN,6.566369609566158,7,5,1,21.661246402739334
1072,1,RN,6.968719271769524,7,-6,0,18.095905775000695
1072,2,RN,6.968719271769524,7,-5,0,23.338456186346495
1072,3,RN,6.968719271769524,7,-4,0,22.961774848591403
1072,4,RN,6.968719271769524,7,-3,0,22.769307059831302
1072,5,RN,6.968719271769524,7,-2,0,14.28266601836041
1072,6,RN,6.968719271769524,7,-1,0,25.263804222981026
1072,7,RN,6.968719271769524,7,0,1,21.363269980344057
1072,8,RN,6.968719271769524,7,1,1,22.361055090349343
1072,9,RN,6.968719271769524,7,2,1,15.236485896772201
1072,10,RN,6.968719271769524,7,3,1,20.662422830224028
1072,11,RN,6.968719271769524,7,4,1,19.8336483752655
1072,12,RN,6.968719271769524,7,5,1,19.714956523378596
1073,1,RN,7.985464573985576,7,-6,0,17.521138700812095
1073,2,RN,7.985464573985576,7,-5,0,20.88937418769256
1073,3,RN,7.985464573985576,7,-4,0,19.542419741566057
1073,4,RN,7.985464573985576,7,-3,0,25.882042390330675
1073,5,RN,7.985464573985576,7,-2,0,27.247058026561923
1073,6,RN,7.985464573985576,7,-1,0,26.168006582421125
1073,7,RN,7.985464573985576,7,0,1,23.671989023947134
1073,8,RN,7.985464573985576,7,1,1,23.994145488475933
1073,9,RN,7.985464573985576,7,2,1,16.09179916385326
1073,10,RN,7.985464573985576,7,3,1,27.610298933496097
1073,11,RN,7.985464573985576,7,4,1,27.59270062005904
1073,12,RN,7.985464573985576,7,5,1,19.79541636929747
1074,1,RN,5.5319096249235535,7,-6,0,11.30046017955546
1074,2,RN,5.5319096249235535,7,-5,0,22.30641414230218
1074,3,RN,5.5319096249235535,7,-4,0,27.422422626862694
1074,4,RN,5.5319096249235535,7,-3,0,24.93380543901742
1074,5,RN,5.5319096249235535,7,-2,0,11.235669308334154
1074,6,RN,5.5319096249235535,7,-1,0,10.875096893005356
1074,7,RN,5.5319096249235535,7,0,1,14.756994320900032
1074,8,RN,5.5319096249235535,7,1,1,11.803312798552628
1074,9,RN,5.5319096249235535,7,2,1,8.57744935499955
1074,10,RN,5.5319096249235535,7,3,1,9.268929874954658
1074,11,RN,5.5319096249235535,7,4,1,16.885029117168568
1074,12,RN,5.5319096249235535,7,5,1,20.17844686118266
1075,1,RN,7.661336533188264,7,-6,0,26.187091541729586
1075,2,RN,7.661336533188264,7,-5,0,21.875151643215123
1075,3,RN,7.661336533188264,7,-4,0,23.783172969036432
1075,4,RN,7.661336533188264,7,-3,0,17.107117368960452
1075,5,RN,7.661336533188264,7,-2,0,20.48126047964234
1075,6,RN,7.661336533188264,7,-1,0,19.50253577534396
1075,7,RN,7.661336533188264,7,0,1,24.56344041223659
1075,8,RN,7.661336533188264,7,1,1,20.98538226496057
1075,9,RN,7.661336533188264,7,2,1,21.739507067653495
1075,10,RN,7.661336533188264,7,3,1,19.559091728555916
1075,11,RN,7.661336533188264,7,4,1,19.02025613852656
1075,12,RN,7.661336533188264,7,5,1,23.81757651377001
1076,1,RN,7.992306683510494,7,-6,0,13.253361690411904
1076,2,RN,7.992306683510494,7,-5,0,18.457420978745578
1076,3,RN,7.992306683510494,7,-4,0,16.471667754989305
1076,4,RN,7.992306683510494,7,-3,0,13.469959567028944
1076,5,RN,7.992306683510494,7,-2,0,20.227753880469734
1076,6,RN,7.992306683510494,7,-1,0,22.291250272211226
1076,7,RN,7.992306683510494,7,0,1,22.3277813190974
1076,8,RN,7.992306683510494,7,1,1,23.925278500045664
1076,9,RN,7.992306683510494,7,2,1,17.19182893139071
1076,10,RN,7.992306683510494,7,3,1,23.066847153116772
1076,11,RN,7.992306683510494,7,4,1,22.750806484040794
1076,12,RN,7.992306683510494,7,5,1,24.561297764496118
1077,1,RN,9.543991826385797,7,-6,0,23.339581296021233
1077,2,RN,9.543991826385797,7,-5,0,22.543372320366345
1077,3,RN,9.543991826385797,7,-4,0,10.926084278099227
1077,4,RN,9.543991826385797,7,-3,0,16.0010371267409
1077,5,RN,9.543991826385797,7,-2,0,9.54365724135932
1077,6,RN,9.543991826385797,7,-1,0,14.014069959176846
1077,7,RN,9.543991826385797,7,0,1,9.0764244972719
1077,8,RN,9.543991826385797,7,1,1,15.957197193247815
1077,9,RN,9.543991826385797,7,2,1,18.00540805300458
1077,10,RN,9.543991826385797,7,3,1,16.413927964661063
1077,11,RN,9.543991826385797,7,4,1,13.395682932037866
1077,12,RN,9.543991826385797,7,5,1,16.917797572499158
1078,1,RN,8.01375857973964,7,-6,0,16.43690973291939
1078,2,RN,8.01375857973964,7,-5,0,18.383747203322084
1078,3,RN,8.01375857973964,7,-4,0,14.05000943206627
1078,4,RN,8.01375857973964,7,-3,0,16.94058185257724
1078,5,RN,8.01375857973964,7,-2,0,10.305634963718655
1078,6,RN,8.01375857973964,7,-1,0,14.020347482985882
1078,7,RN,8.01375857973964,7,0,1,22.204399256210333
1078,8,RN,8.01375857973964,7,1,1,13.050043429044102
1078,9,RN,8.01375857973964,7,2,1,20.759806532638475
1078,10,RN,8.01375857973964,7,3,1,16.435733106773085
1078,11,RN,8.01375857973964,7,4,1,22.89007904472962
1078,12,RN,8.01375857973964,7,5,1,24.69983695127845
1079,1,RN,8.702602582675256,7,-6,0,13.787055362470118
1079,2,RN,8.702602582675256,7,-5,0,10.398347316310144
1079,3,RN,8.702602582675256,7,-4,0,6.539522147487808
1079,4,RN,8.702602582675256,7,-3,0,12.364763784114853
1079,5,RN,8.702602582675256,7,-2,0,16.35189353817925
1079,6,RN,8.702602582675256,7,-1,0,14.698521020488307
1079,7,RN,8.702602582675256,7,0,1,11.980607322034938
1079,8,RN,8.702602582675256,7,1,1,18.44713470595217
1079,9,RN,8.702602582675256,7,2,1,20.660731032717763
1079,10,RN,8.702602582675256,7,3,1,21.69679239511388
1079,11,RN,8.702602582675256,7,4,1,18.912972490542813
1079,12,RN,8.702602582675256,7,5,1,17.97309872411203
1080,1,RN,7.137272309032422,7,-6,0,7.711404934222044
1080,2,RN,7.137272309032422,7,-5,0,-1.1116579888254723
1080,3,RN,7.137272309032422,7,-4,0,7.604286955201046
1080,4,RN,7.137272309032422,7,-3,0,0.07579930774504362
1080,5,RN,7.137272309032422,7,-2,0,7.490173753334642
1080,6,RN,7.137272309032422,7,-1,0,6.601797174128073
1080,7,RN,7.137272309032422,7,0,1,6.273786957818819
1080,8,RN,7.137272309032422,7,1,1,0.9317693732524628
1080,9,RN,7.137272309032422,7,2,1,4.974611462269182
1080,10,RN,7.137272309032422,7,3,1,9.88210170330197
1080,11,RN,7.137272309032422,7,4,1,7.180420565753285
1080,12,RN,7.137272309032422,7,5,1,12.75397959388986
1081,1,RN,11.109474702349303,7,-6,0,20.71520093073371
1081,2,RN,11.109474702349303,7,-5,0,21.891955668577534
1081,3,RN,11.109474702349303,7,-4,0,22.005260504875377
1081,4,RN,11.109474702349303,7,-3,0,14.882120828850486
1081,5,RN,11.109474702349303,7,-2,0,16.70215494770749
1081,6,RN,11.109474702349303,7,-1,0,17.570394758309895
1081,7,RN,11.109474702349303,7,0,1,14.24419793659824
1081,8,RN,11.109474702349303,7,1,1,12.306834780232126
1081,9,RN,11.109474702349303,7,2,1,20.20192288642342
1081,10,RN,11.109474702349303,7,3,1,24.75660258351027
1081,11,RN,11.109474702349303,7,4,1,30.703516968017187
1081,12,RN,11.109474702349303,7,5,1,20.784028399325067
1082,1,RN,7.894509595430963,7,-6,0,8.96557706716309
1082,2,RN,7.894509595430963,7,-5,0,12.012373259609571
1082,3,RN,7.894509595430963,7,-4,0,14.716434731627137
1082,4,RN,7.894509595430963,7,-3,0,10.056185158951902
1082,5,RN,7.894509595430963,7,-2,0,7.8005680914355295
1082,6,RN,7.894509595430963,7,-1,0,6.037454575747775
1082,7,RN,7.894509595430963,7,0,1,15.151700690453824
